24.732748,-53.7636483
24.735112,-53.7602590
24.740997,-53.7553500
-22.257253,-45.6962180
-22.247986,-45.7056130
-22.250093,-45.7010450
24.732688,-53.7636703
24.735057,-53.7602410
24.741139,-53.7554880
-22.257360,-45.6963650
-22.248237,-45.7056280
-22.249988,-45.7010480
24.732683,-53.7636853
24.735032,-53.7600490
24.741136,-53.7555340
-22.257137,-45.6963460
-22.248102,-45.7055690
-22.249984,-45.7011380
24.732650,-53.7636383
24.735161,-53.7599890
24.740903,-53.7554130
-22.257232,-45.6963010
-22.248189,-45.7056060
-22.250090,-45.7010900
24.732739,-53.7636583
24.735039,-53.7601240
24.741129,-53.7556280
-22.257273,-45.6962350
-22.248187,-45.7055370
-22.250079,-45.7011730
24.732625,-53.7634623
24.735054,-53.7600270
24.741071,-53.7555190
-22.257127,-45.6962590
-22.247975,-45.7057400
-22.250198,-45.7011410
24.732814,-53.7635263
24.734981,-53.7602040
24.741113,-53.7554860
-22.257170,-45.6964990
-22.248162,-45.7056830
-22.249955,-45.7011360
24.732843,-53.7635793
24.735091,-53.7600360
24.740917,-53.7556370
-22.257341,-45.6964010
-22.248025,-45.7055850
-22.250017,-45.7011940
24.732762,-53.7634433
24.735167,-53.7599640
24.741052,-53.7554170
-22.257271,-45.6964570
-22.248240,-45.7056360
-22.250106,-45.7011290
24.732757,-53.7634943
24.735095,-53.7601530
24.741141,-53.7554200
-22.257344,-45.6963890
-22.248013,-45.7057290
-22.250132,-45.7011360
24.732656,-53.7636873
24.735130,-53.7600240
24.741131,-53.7555580
-22.257141,-45.6963300
-22.247967,-45.7056980
-22.249977,-45.7011270
24.732723,-53.7634913
24.735268,-53.7601610
24.741137,-53.7555890
-22.257122,-45.6962220
-22.248201,-45.7054740
-22.250176,-45.7012100
24.732670,-53.7636663
24.735223,-53.7599720
24.741006,-53.7553870
-22.257111,-45.6964840
-22.248222,-45.7057000
-22.250110,-45.7012100
24.732870,-53.7635553
24.735159,-53.7601190
24.741083,-53.7554240
-22.257325,-45.6963050
-22.248155,-45.7056770
-22.250087,-45.7011400
24.732712,-53.7634033
24.735175,-53.7601270
24.740961,-53.7553630
-22.257305,-45.6963290
-22.248028,-45.7055070
-22.250087,-45.7012250
24.732806,-53.7634263
24.735201,-53.7600290
24.741004,-53.7555550
-22.257352,-45.6962450
-22.248167,-45.7056120
-22.250108,-45.7010610
24.732914,-53.7634853
24.735029,-53.7599650
24.741123,-53.7555670
-22.257383,-45.6962340
-22.247971,-45.7056620
-22.250062,-45.7010200
24.732785,-53.7634463
24.734986,-53.7601760
24.740883,-53.7555890
-22.257302,-45.6963820
-22.248176,-45.7056120
-22.249965,-45.7011010
24.732675,-53.7634483
24.735263,-53.7599610
24.740929,-53.7554840
-22.257168,-45.6963920
-22.248256,-45.7055020
-22.250006,-45.7009850
24.732845,-53.7634613
24.735137,-53.7600270
24.740907,-53.7555710
-22.257135,-45.6962350
-22.248256,-45.7055570
-22.250008,-45.7009880
24.732695,-53.7636883
24.735045,-53.7599670
24.740955,-53.7553920
-22.257253,-45.6962360
-22.248164,-45.7056050
-22.250159,-45.7009890
24.732788,-53.7634073
24.735040,-53.7601350
24.741048,-53.7555700
-22.257252,-45.6962650
-22.248149,-45.7057140
-22.250043,-45.7011890
24.732909,-53.7635993
24.735110,-53.7602350
24.740885,-53.7554010
-22.257259,-45.6964240
-22.248039,-45.7057430
-22.250097,-45.7011890
24.732906,-53.7634363
24.735051,-53.7600330
24.741134,-53.7555040
-22.257238,-45.6963010
-22.248203,-45.7055720
-22.250184,-45.7011780
24.732667,-53.7634043
24.735045,-53.7600060
24.741141,-53.7553460
-22.257380,-45.6963100
-22.248161,-45.7055140
-22.250113,-45.7012050
24.732870,-53.7635773
